x,y,bool
120.44,24.51,1
120.44,24.5,1
120.44,24.49,1
120.44,24.48,1
120.44,24.47,1
120.44,24.46,1
120.44,24.45,1
120.44,24.44,1
120.44,24.43,1
120.44,24.42,1
120.44,24.41,1
120.44,24.4,1
120.44,24.39,1
120.44,24.38,1
120.44,24.37,1
120.44,24.36,1
120.44,24.35,1
120.44,24.34,1
120.44,24.33,1
120.44,24.32,1
120.44,24.31,1
120.44,24.3,1
120.44,24.29,1
120.44,24.28,1
120.44,24.27,1
120.44,24.26,1
120.44,24.25,1
120.44,24.24,1
120.44,24.23,1
120.44,24.22,1
120.44,24.21,1
120.44,24.2,1
120.44,24.19,1
120.44,24.18,1
120.44,24.17,1
120.44,24.16,1
120.44,24.15,1
120.44,24.14,1
120.44,24.13,1
120.44,24.12,1
120.44,24.11,1
120.44,24.1,1
120.44,24.09,1
120.44,24.08,1
120.44,24.07,1
120.44,24.06,1
120.44,24.05,1
120.44,24.04,1
120.44,24.03,1
120.44,24.02,1
120.44,24.01,1
120.44,24,1
120.44,23.99,1
120.44,23.98,1
120.44,23.97,1
120.44,23.96,1
120.44,23.95,1
120.44,23.94,1
120.44,23.93,1
120.44,23.92,1
120.44,23.91,1
120.44,23.9,1
120.44,23.89,1
120.44,23.88,1
120.44,23.87,1
120.44,23.86,1
120.44,23.85,1
120.44,23.84,1
120.44,23.83,1
120.44,23.82,1
120.44,23.81,1
120.44,23.8,1
120.44,23.79,1
120.44,23.78,1
120.44,23.77,1
120.44,23.76,1
120.44,23.75,1
120.44,23.74,1
120.44,23.73,1
120.44,23.72,1
120.44,23.71,1
120.44,23.7,1
120.44,23.69,1
120.44,23.68,1
120.44,23.67,1
120.44,23.66,1
120.44,23.65,1
120.44,23.64,1
120.44,23.63,1
120.44,23.62,1
120.44,23.61,1
120.44,23.6,1
120.44,23.59,1
120.44,23.58,1
120.44,23.57,1
120.44,23.56,1
120.44,23.55,1
120.44,23.54,1
120.44,23.53,1
120.44,23.52,1
120.44,23.51,1
120.44,23.5,1
120.44,23.49,1
120.44,23.48,1
120.44,23.47,1
120.44,23.46,1
120.44,23.45,1
120.44,23.44,1
120.44,23.43,1
120.44,23.42,1
120.44,23.41,1
120.44,23.4,1
120.44,23.39,1
120.44,23.38,1
120.44,23.37,1
120.44,23.36,1
120.44,23.35,1
120.44,23.34,1
120.44,23.33,1
120.44,23.32,1
120.44,23.31,1
120.44,23.3,1
120.44,23.29,1
120.44,23.28,1
120.44,23.27,1
120.44,23.26,1
120.44,23.25,1
120.44,23.24,1
120.44,23.23,1
120.44,23.22,1
120.44,23.21,1
120.44,23.2,1
120.44,23.19,1
120.44,23.18,1
120.44,23.17,1
120.44,23.16,1
120.44,23.15,1
120.44,23.14,1
120.44,23.13,1
120.44,23.12,1
120.44,23.11,1
120.44,23.1,1
120.44,23.09,1
120.44,23.08,1
120.44,23.07,1
120.44,23.06,1
120.44,23.05,1
120.44,23.04,1
120.44,23.03,1
120.44,23.02,1
120.44,23.01,1
120.44,23,1
120.44,22.99,1
120.44,22.98,1
120.44,22.97,1
120.44,22.96,1
120.44,22.95,1
120.44,22.94,1
120.44,22.93,1
120.44,22.92,1
120.44,22.91,1
120.44,22.9,1
120.44,22.89,1
120.44,22.88,1
120.44,22.87,1
120.44,22.86,1
120.44,22.85,1
120.44,22.84,1
120.44,22.83,1
120.44,22.82,1
120.44,22.81,1
120.44,22.8,1
120.44,22.79,1
120.44,22.78,1
120.44,22.77,1
120.44,22.76,1
120.44,22.75,1
120.44,22.74,1
120.44,22.73,1
120.44,22.72,1
120.44,22.71,1
120.44,22.7,1
120.44,22.69,1
120.44,22.68,1
120.44,22.67,1
120.44,22.66,1
120.44,22.65,1
120.44,22.64,1
120.44,22.63,1
120.44,22.62,1
120.44,22.61,1
120.44,22.6,1
120.44,22.59,1
120.44,22.58,1
120.44,22.57,1
120.44,22.56,1
120.44,22.55,1
120.44,22.54,1
120.44,22.53,1
120.44,22.52,1
120.44,22.51,1
120.44,22.5,1
120.44,22.49,1
120.44,22.48,1
120.44,22.47,1
120.44,22.46,1
120.44,22.45,1
120.44,22.44,1
120.44,22.43,1
120.44,22.42,1
120.44,22.41,1
120.44,22.4,1
120.44,22.39,1
120.44,22.38,1
120.44,22.37,1
120.44,22.36,1
120.44,22.35,1
120.44,22.34,1
120.44,22.33,1
120.44,22.32,1
120.44,22.31,1
120.44,22.3,1
120.44,22.29,1
120.44,22.28,1
120.44,22.27,1
120.44,22.26,1
120.44,22.25,1
120.44,22.24,1
120.44,22.23,1
120.44,22.22,1
120.44,22.21,1
120.44,22.2,1
120.44,22.19,1
120.44,22.18,1
120.44,22.17,1
120.44,22.16,1
120.44,22.15,1
120.44,22.14,1
120.44,22.13,1
120.44,22.12,1
120.44,22.11,1
120.44,22.1,1
120.44,22.09,1
120.44,22.08,1
120.44,22.07,1
120.44,22.06,1
120.44,22.05,1
120.44,22.04,1
120.44,22.03,1
120.44,22.02,1
120.44,22.01,1
120.44,22,1
120.44,21.99,1
120.44,21.98,1
120.44,21.97,1
120.44,21.96,1
120.44,21.95,1
120.44,21.94,1
120.44,21.93,1
120.44,21.92,1
120.44,21.91,1
120.44,21.9,1
120.44,21.89,1
120.44,21.88,1
120.44,21.87,1
120.44,21.86,1
120.44,21.85,1
120.44,21.84,1
120.44,21.83,1
120.44,21.82,1
120.44,21.81,1
120.44,21.8,1
120.44,21.79,1
120.44,21.78,1
120.44,21.77,1
120.44,21.76,1
120.44,21.75,1
120.44,21.74,1
120.44,21.73,1
120.44,21.72,1
120.44,21.71,1
120.44,21.7,1
120.44,21.69,1
120.44,21.68,1
120.44,21.67,1
120.44,21.66,1
120.44,21.65,1
120.44,21.64,1
120.44,21.63,1
120.44,21.62,1
120.44,21.61,1
120.44,21.6,1
120.44,21.59,1
120.44,21.58,1
120.44,21.57,1
120.44,21.56,1
120.44,21.55,1
120.44,21.54,1
120.44,21.53,1
120.44,21.52,1
120.44,21.51,1
120.44,21.5,1
120.44,21.49,1
120.44,21.48,1
120.44,21.47,1
120.44,21.46,1
120.44,21.45,1
120.44,21.44,1
120.44,21.43,1
120.44,21.42,1
120.44,21.41,1
120.44,21.4,1
120.44,21.39,1
120.44,21.38,1
120.44,21.37,1
120.44,21.36,1
120.44,21.35,1
120.44,21.34,1
120.44,21.33,1
120.44,21.32,1
120.44,21.31,1
120.44,21.3,1
120.44,21.29,1
120.44,21.28,1
120.44,21.27,1
120.44,21.26,1
120.44,21.25,1
120.44,21.24,1
120.44,21.23,1
120.44,21.22,1
120.44,21.21,1
120.44,21.2,1
120.44,21.19,1
120.44,21.18,1
120.44,21.17,1
120.44,21.16,1
120.44,21.15,1
120.44,21.14,1
120.44,21.13,1
120.44,21.12,1
120.44,21.11,1
120.44,21.1,1
120.44,21.09,1
120.44,21.08,1
120.44,21.07,1
120.44,21.06,1
120.44,21.05,1
120.44,21.04,1
120.44,21.03,1
120.44,21.02,1
120.44,21.01,1
120.44,21,1
120.45,26,1
120.45,25.99,1
120.45,25.98,1
120.45,25.97,1
120.45,25.96,1
120.45,25.95,1
120.45,25.94,1
120.45,25.93,1
120.45,25.92,1
120.45,25.91,1
120.45,25.9,1
120.45,25.89,1
120.45,25.88,1
120.45,25.87,1
120.45,25.86,1
120.45,25.85,1
120.45,25.84,1
120.45,25.83,1
120.45,25.82,1
120.45,25.81,1
120.45,25.8,1
120.45,25.79,1
120.45,25.78,1
120.45,25.77,1
120.45,25.76,1
120.45,25.75,1
120.45,25.74,1
120.45,25.73,1
120.45,25.72,1
120.45,25.71,1
120.45,25.7,1
120.45,25.69,1
120.45,25.68,1
120.45,25.67,1
120.45,25.66,1
120.45,25.65,1
120.45,25.64,1
120.45,25.63,1
120.45,25.62,1
120.45,25.61,1
120.45,25.6,1
120.45,25.59,1
120.45,25.58,1
120.45,25.57,1
120.45,25.56,1
120.45,25.55,1
120.45,25.54,1
120.45,25.53,1
120.45,25.52,1
120.45,25.51,1
120.45,25.5,1
120.45,25.49,1
120.45,25.48,1
120.45,25.47,1
120.45,25.46,1
120.45,25.45,1
120.45,25.44,1
120.45,25.43,1
120.45,25.42,1
120.45,25.41,1
120.45,25.4,1
120.45,25.39,1
120.45,25.38,1
120.45,25.37,1
120.45,25.36,1
120.45,25.35,1
120.45,25.34,1
120.45,25.33,1
120.45,25.32,1
120.45,25.31,1
120.45,25.3,1
120.45,25.29,1
120.45,25.28,1
120.45,25.27,1
120.45,25.26,1
120.45,25.25,1
120.45,25.24,1
120.45,25.23,1
120.45,25.22,1
120.45,25.21,1
120.45,25.2,1
120.45,25.19,1
120.45,25.18,1
120.45,25.17,1
120.45,25.16,1
120.45,25.15,1
120.45,25.14,1
120.45,25.13,1
120.45,25.12,1
120.45,25.11,1
120.45,25.1,1
120.45,25.09,1
120.45,25.08,1
120.45,25.07,1
120.45,25.06,1
120.45,25.05,1
120.45,25.04,1
120.45,25.03,1
120.45,25.02,1
120.45,25.01,1
120.45,25,1
120.45,24.99,1
120.45,24.98,1
120.45,24.97,1
120.45,24.96,1
120.45,24.95,1
120.45,24.94,1
120.45,24.93,1
120.45,24.92,1
120.45,24.91,1
120.45,24.9,1
120.45,24.89,1
120.45,24.88,1
120.45,24.87,1
120.45,24.86,1
120.45,24.85,1
120.45,24.84,1
120.45,24.83,1
120.45,24.82,1
120.45,24.81,1
120.45,24.8,1
120.45,24.79,1
120.45,24.78,1
120.45,24.77,1
120.45,24.76,1
120.45,24.75,1
120.45,24.74,1
120.45,24.73,1
120.45,24.72,1
120.45,24.71,1
120.45,24.7,1
120.45,24.69,1
120.45,24.68,1
120.45,24.67,1
120.45,24.66,1
120.45,24.65,1
120.45,24.64,1
120.45,24.63,1
120.45,24.62,1
120.45,24.61,1
120.45,24.6,1
120.45,24.59,1
120.45,24.58,1
120.45,24.57,1
120.45,24.56,1
120.45,24.55,1
120.45,24.54,1
120.45,24.53,1
120.45,24.52,1
120.45,24.51,1
120.45,24.5,1
120.45,24.49,1
120.45,24.48,1
120.45,24.47,1
120.45,24.46,1
120.45,24.45,1
120.45,24.44,1
120.45,24.43,1
120.45,24.42,1
120.45,24.41,1
120.45,24.4,1
120.45,24.39,1
120.45,24.38,1
120.45,24.37,1
120.45,24.36,1
120.45,24.35,1
120.45,24.34,1
120.45,24.33,1
120.45,24.32,1
120.45,24.31,1
120.45,24.3,1
120.45,24.29,1
120.45,24.28,1
120.45,24.27,1
120.45,24.26,1
120.45,24.25,1
120.45,24.24,1
120.45,24.23,1
120.45,24.22,1
120.45,24.21,1
120.45,24.2,1
120.45,24.19,1
120.45,24.18,1
120.45,24.17,1
120.45,24.16,1
120.45,24.15,1
120.45,24.14,1
120.45,24.13,1
120.45,24.12,1
120.45,24.11,1
120.45,24.1,1
120.45,24.09,1
120.45,24.08,1
120.45,24.07,1
120.45,24.06,1
120.45,24.05,1
120.45,24.04,1
120.45,24.03,1
120.45,24.02,1
120.45,24.01,1
120.45,24,1
120.45,23.99,1
120.45,23.98,1
120.45,23.97,1
120.45,23.96,1
120.45,23.95,1
120.45,23.94,1
120.45,23.93,1
120.45,23.92,1
120.45,23.91,1
120.45,23.9,1
120.45,23.89,1
120.45,23.88,1
120.45,23.87,1
120.45,23.86,1
120.45,23.85,1
120.45,23.84,1
120.45,23.83,1
120.45,23.82,1
120.45,23.81,1
120.45,23.8,1
120.45,23.79,1
120.45,23.78,1
120.45,23.77,1
120.45,23.76,1
120.45,23.75,1
120.45,23.74,1
120.45,23.73,1
120.45,23.72,1
120.45,23.71,1
120.45,23.7,1
120.45,23.69,1
120.45,23.68,1
120.45,23.67,1
120.45,23.66,1
120.45,23.65,1
120.45,23.64,1
120.45,23.63,1
120.45,23.62,1
120.45,23.61,1
120.45,23.6,1
120.45,23.59,1
120.45,23.58,1
120.45,23.57,1
120.45,23.56,1
120.45,23.55,1
120.45,23.54,1
120.45,23.53,1
120.45,23.52,1
120.45,23.51,1
120.45,23.5,1
120.45,23.49,1
120.45,23.48,1
120.45,23.47,1
120.45,23.46,1
120.45,23.45,1
120.45,23.44,1
120.45,23.43,1
120.45,23.42,1
120.45,23.41,1
120.45,23.4,1
120.45,23.39,1
120.45,23.38,1
120.45,23.37,1
120.45,23.36,1
120.45,23.35,1
120.45,23.34,1
120.45,23.33,1
120.45,23.32,1
120.45,23.31,1
120.45,23.3,1
120.45,23.29,1
120.45,23.28,1
120.45,23.27,1
120.45,23.26,1
120.45,23.25,1
120.45,23.24,1
120.45,23.23,1
120.45,23.22,1
120.45,23.21,1
120.45,23.2,1
120.45,23.19,1
120.45,23.18,1
120.45,23.17,1
120.45,23.16,1
120.45,23.15,1
120.45,23.14,1
120.45,23.13,1
120.45,23.12,1
120.45,23.11,1
120.45,23.1,1
120.45,23.09,1
120.45,23.08,1
120.45,23.07,1
120.45,23.06,1
120.45,23.05,1
120.45,23.04,1
120.45,23.03,1
120.45,23.02,1
120.45,23.01,1
120.45,23,1
120.45,22.99,1
120.45,22.98,1
120.45,22.97,1
120.45,22.96,1
120.45,22.95,1
120.45,22.94,1
120.45,22.93,1
120.45,22.92,1
120.45,22.91,1
120.45,22.9,1
120.45,22.89,1
120.45,22.88,1
120.45,22.87,1
120.45,22.86,1
120.45,22.85,1
120.45,22.84,1
120.45,22.83,1
120.45,22.82,1
120.45,22.81,1
120.45,22.8,1
120.45,22.79,1
120.45,22.78,1
120.45,22.77,1
120.45,22.76,1
120.45,22.75,1
120.45,22.74,1
120.45,22.73,1
120.45,22.72,1
120.45,22.71,1
120.45,22.7,1
120.45,22.69,1
120.45,22.68,1
120.45,22.67,1
120.45,22.66,1
120.45,22.65,1
120.45,22.64,1
120.45,22.63,1
120.45,22.62,1
120.45,22.61,1
120.45,22.6,1
120.45,22.59,1
120.45,22.58,1
120.45,22.57,1
120.45,22.56,1
120.45,22.55,1
120.45,22.54,1
120.45,22.53,1
120.45,22.52,1
120.45,22.51,1
120.45,22.5,1
120.45,22.49,1
120.45,22.48,1
120.45,22.47,1
120.45,22.46,1
120.45,22.45,1
120.45,22.44,1
120.45,22.43,1
120.45,22.42,1
120.45,22.41,1
120.45,22.4,1
120.45,22.39,1
120.45,22.38,1
120.45,22.37,1
120.45,22.36,1
120.45,22.35,1
120.45,22.34,1
120.45,22.33,1
120.45,22.32,1
120.45,22.31,1
120.45,22.3,1
120.45,22.29,1
120.45,22.28,1
120.45,22.27,1
120.45,22.26,1
120.45,22.25,1
120.45,22.24,1
120.45,22.23,1
120.45,22.22,1
120.45,22.21,1
120.45,22.2,1
120.45,22.19,1
120.45,22.18,1
120.45,22.17,1
120.45,22.16,1
120.45,22.15,1
120.45,22.14,1
120.45,22.13,1
120.45,22.12,1
120.45,22.11,1
120.45,22.1,1
120.45,22.09,1
120.45,22.08,1
120.45,22.07,1
120.45,22.06,1
120.45,22.05,1
120.45,22.04,1
120.45,22.03,1
120.45,22.02,1
120.45,22.01,1
120.45,22,1
120.45,21.99,1
120.45,21.98,1
120.45,21.97,1
120.45,21.96,1
120.45,21.95,1
120.45,21.94,1
120.45,21.93,1
120.45,21.92,1
120.45,21.91,1
120.45,21.9,1
120.45,21.89,1
120.45,21.88,1
120.45,21.87,1
120.45,21.86,1
120.45,21.85,1
120.45,21.84,1
120.45,21.83,1
120.45,21.82,1
120.45,21.81,1
120.45,21.8,1
120.45,21.79,1
120.45,21.78,1
120.45,21.77,1
120.45,21.76,1
120.45,21.75,1
120.45,21.74,1
120.45,21.73,1
120.45,21.72,1
120.45,21.71,1
120.45,21.7,1
120.45,21.69,1
120.45,21.68,1
120.45,21.67,1
120.45,21.66,1
120.45,21.65,1
120.45,21.64,1
120.45,21.63,1
120.45,21.62,1
120.45,21.61,1
120.45,21.6,1
120.45,21.59,1
120.45,21.58,1
120.45,21.57,1
120.45,21.56,1
120.45,21.55,1
120.45,21.54,1
120.45,21.53,1
120.45,21.52,1
120.45,21.51,1
120.45,21.5,1
120.45,21.49,1
120.45,21.48,1
120.45,21.47,1
120.45,21.46,1
120.45,21.45,1
120.45,21.44,1
120.45,21.43,1
120.45,21.42,1
120.45,21.41,1
120.45,21.4,1
120.45,21.39,1
120.45,21.38,1
120.45,21.37,1
120.45,21.36,1
120.45,21.35,1
120.45,21.34,1
120.45,21.33,1
120.45,21.32,1
120.45,21.31,1
120.45,21.3,1
120.45,21.29,1
120.45,21.28,1
120.45,21.27,1
120.45,21.26,1
120.45,21.25,1
120.45,21.24,1
120.45,21.23,1
120.45,21.22,1
120.45,21.21,1
120.45,21.2,1
120.45,21.19,1
120.45,21.18,1
120.45,21.17,1
120.45,21.16,1
120.45,21.15,1
120.45,21.14,1
120.45,21.13,1
120.45,21.12,1
120.45,21.11,1
120.45,21.1,1
120.45,21.09,1
120.45,21.08,1
120.45,21.07,1
120.45,21.06,1
120.45,21.05,1
120.45,21.04,1
120.45,21.03,1
120.45,21.02,1
120.45,21.01,1
120.45,21,1
120.46,26,1
120.46,25.99,1
120.46,25.98,1
120.46,25.97,1
120.46,25.96,1
120.46,25.95,1
120.46,25.94,1
120.46,25.93,1
120.46,25.92,1
120.46,25.91,1
120.46,25.9,1
120.46,25.89,1
120.46,25.88,1
120.46,25.87,1
120.46,25.86,1
120.46,25.85,1
120.46,25.84,1
120.46,25.83,1
120.46,25.82,1
120.46,25.81,1
120.46,25.8,1
120.46,25.79,1
120.46,25.78,1
120.46,25.77,1
120.46,25.76,1
120.46,25.75,1
120.46,25.74,1
120.46,25.73,1
120.46,25.72,1
120.46,25.71,1
120.46,25.7,1
120.46,25.69,1
120.46,25.68,1
120.46,25.67,1
120.46,25.66,1
120.46,25.65,1
120.46,25.64,1
120.46,25.63,1
120.46,25.62,1
120.46,25.61,1
120.46,25.6,1
120.46,25.59,1
120.46,25.58,1
120.46,25.57,1
120.46,25.56,1
120.46,25.55,1
120.46,25.54,1
120.46,25.53,1
120.46,25.52,1
120.46,25.51,1
120.46,25.5,1
120.46,25.49,1
120.46,25.48,1
120.46,25.47,1
120.46,25.46,1
120.46,25.45,1
120.46,25.44,1
120.46,25.43,1
120.46,25.42,1
120.46,25.41,1
120.46,25.4,1
120.46,25.39,1
120.46,25.38,1
120.46,25.37,1
120.46,25.36,1
120.46,25.35,1
120.46,25.34,1
120.46,25.33,1
120.46,25.32,1
120.46,25.31,1
120.46,25.3,1
120.46,25.29,1
120.46,25.28,1
120.46,25.27,1
120.46,25.26,1
120.46,25.25,1
120.46,25.24,1
120.46,25.23,1
120.46,25.22,1
120.46,25.21,1
120.46,25.2,1
120.46,25.19,1
120.46,25.18,1
120.46,25.17,1
120.46,25.16,1
120.46,25.15,1
120.46,25.14,1
120.46,25.13,1
120.46,25.12,1
120.46,25.11,1
120.46,25.1,1
120.46,25.09,1
120.46,25.08,1
120.46,25.07,1
120.46,25.06,1
120.46,25.05,1
120.46,25.04,1
120.46,25.03,1
120.46,25.02,1
120.46,25.01,1
120.46,25,1
120.46,24.99,1
120.46,24.98,1
120.46,24.97,1
120.46,24.96,1
120.46,24.95,1
120.46,24.94,1
120.46,24.93,1
120.46,24.92,1
120.46,24.91,1
120.46,24.9,1
120.46,24.89,1
120.46,24.88,1
120.46,24.87,1
120.46,24.86,1
120.46,24.85,1
120.46,24.84,1
120.46,24.83,1
120.46,24.82,1
120.46,24.81,1
120.46,24.8,1
120.46,24.79,1
120.46,24.78,1
120.46,24.77,1
120.46,24.76,1
120.46,24.75,1
120.46,24.74,1
120.46,24.73,1
120.46,24.72,1
120.46,24.71,1
120.46,24.7,1
120.46,24.69,1
120.46,24.68,1
120.46,24.67,1
120.46,24.66,1
120.46,24.65,1
120.46,24.64,1
120.46,24.63,1
120.46,24.62,1
120.46,24.61,1
120.46,24.6,1
120.46,24.59,1
120.46,24.58,1
120.46,24.57,1
120.46,24.56,1
120.46,24.55,1
120.46,24.54,1
120.46,24.53,1
120.46,24.52,1
120.46,24.51,1
120.46,24.5,1
120.46,24.49,1
120.46,24.48,1
120.46,24.47,1
120.46,24.46,1
120.46,24.45,1
120.46,24.44,1
120.46,24.43,1
120.46,24.42,1
120.46,24.41,1
120.46,24.4,1
120.46,24.39,1
120.46,24.38,1
120.46,24.37,1
120.46,24.36,1
120.46,24.35,1
120.46,24.34,1
120.46,24.33,1
120.46,24.32,1
120.46,24.31,1
120.46,24.3,1
120.46,24.29,1
120.46,24.28,1
120.46,24.27,1
120.46,24.26,1
120.46,24.25,1
120.46,24.24,1
120.46,24.23,1
120.46,24.22,1
120.46,24.21,1
120.46,24.2,1
120.46,24.19,1
120.46,24.18,1
120.46,24.17,1
120.46,24.16,1
120.46,24.15,1
120.46,24.14,1
120.46,24.13,1
120.46,24.12,1
120.46,24.11,1
120.46,24.1,1
120.46,24.09,1
120.46,24.08,1
120.46,24.07,1
120.46,24.06,1
120.46,24.05,1
120.46,24.04,1
120.46,24.03,1
120.46,24.02,1
120.46,24.01,1
120.46,24,1
120.46,23.99,1
120.46,23.98,1
120.46,23.97,1
120.46,23.96,1
120.46,23.95,1
120.46,23.94,1
120.46,23.93,1
120.46,23.92,1
120.46,23.91,1
120.46,23.9,1
120.46,23.89,1
120.46,23.88,1
120.46,23.87,1
120.46,23.86,1
120.46,23.85,1
120.46,23.84,1
120.46,23.83,1
120.46,23.82,1
120.46,23.81,1
120.46,23.8,1
120.46,23.79,1
120.46,23.78,1
120.46,23.77,1
120.46,23.76,1
120.46,23.75,1
120.46,23.74,1
120.46,23.73,1
120.46,23.72,1
120.46,23.71,1
120.46,23.7,1
120.46,23.69,1
120.46,23.68,1
120.46,23.67,1
120.46,23.66,1
120.46,23.65,1
120.46,23.64,1
120.46,23.63,1
120.46,23.62,1
120.46,23.61,1
120.46,23.6,1
120.46,23.59,1
120.46,23.58,1
120.46,23.57,1
120.46,23.56,1
120.46,23.55,1
120.46,23.54,1
120.46,23.53,1
120.46,23.52,1
120.46,23.51,1
120.46,23.5,1
120.46,23.49,1
120.46,23.48,1
120.46,23.47,1
120.46,23.46,1
120.46,23.45,1
120.46,23.44,1
120.46,23.43,1
120.46,23.42,1
120.46,23.41,1
120.46,23.4,1
120.46,23.39,1
120.46,23.38,1
120.46,23.37,1
120.46,23.36,1
120.46,23.35,1
120.46,23.34,1
120.46,23.33,1
120.46,23.32,1
120.46,23.31,1
120.46,23.3,1
120.46,23.29,1
120.46,23.28,1
120.46,23.27,1
120.46,23.26,1
120.46,23.25,1
120.46,23.24,1
120.46,23.23,1
120.46,23.22,1
120.46,23.21,1
120.46,23.2,1
120.46,23.19,1
120.46,23.18,1
120.46,23.17,1
120.46,23.16,1
120.46,23.15,1
120.46,23.14,1
120.46,23.13,1
120.46,23.12,1
120.46,23.11,1
120.46,23.1,1
120.46,23.09,1
120.46,23.08,1
120.46,23.07,1
120.46,23.06,1
120.46,23.05,1
120.46,23.04,1
120.46,23.03,1
120.46,23.02,1
120.46,23.01,1
120.46,23,1
120.46,22.99,1
120.46,22.98,1
120.46,22.97,1
120.46,22.96,1
120.46,22.95,1
120.46,22.94,1
120.46,22.93,1
120.46,22.92,1
120.46,22.91,1
120.46,22.9,1
120.46,22.89,1
120.46,22.88,1
120.46,22.87,1
120.46,22.86,1
120.46,22.85,1
120.46,22.84,1
120.46,22.83,1
120.46,22.82,1
120.46,22.81,1
120.46,22.8,1
120.46,22.79,1
120.46,22.78,1
120.46,22.77,1
120.46,22.76,1
120.46,22.75,1
120.46,22.74,1
120.46,22.73,1
120.46,22.72,1
120.46,22.71,1
120.46,22.7,1
120.46,22.69,1
120.46,22.68,1
120.46,22.67,1
120.46,22.66,1
120.46,22.65,1
120.46,22.64,1
120.46,22.63,1
120.46,22.62,1
120.46,22.61,1
120.46,22.6,1
120.46,22.59,1
120.46,22.58,1
120.46,22.57,1
120.46,22.56,1
120.46,22.55,1
120.46,22.54,1
120.46,22.53,1
120.46,22.52,1
120.46,22.51,1
120.46,22.5,1
120.46,22.49,1
120.46,22.48,1
120.46,22.47,1
120.46,22.46,1
120.46,22.45,1
120.46,22.44,1
120.46,22.43,1
120.46,22.42,1
120.46,22.41,1
120.46,22.4,1
120.46,22.39,1
120.46,22.38,1
120.46,22.37,1
120.46,22.36,1
120.46,22.35,1
120.46,22.34,1
120.46,22.33,1
120.46,22.32,1
120.46,22.31,1
120.46,22.3,1
120.46,22.29,1
120.46,22.28,1
120.46,22.27,1
120.46,22.26,1
120.46,22.25,1
120.46,22.24,1
120.46,22.23,1
120.46,22.22,1
120.46,22.21,1
120.46,22.2,1
120.46,22.19,1
120.46,22.18,1
120.46,22.17,1
120.46,22.16,1
120.46,22.15,1
120.46,22.14,1
120.46,22.13,1
120.46,22.12,1
120.46,22.11,1
120.46,22.1,1
120.46,22.09,1
120.46,22.08,1
120.46,22.07,1
120.46,22.06,1
120.46,22.05,1
120.46,22.04,1
120.46,22.03,1
120.46,22.02,1
120.46,22.01,1
120.46,22,1
120.46,21.99,1
120.46,21.98,1
120.46,21.97,1
120.46,21.96,1
120.46,21.95,1
120.46,21.94,1
120.46,21.93,1
120.46,21.92,1
120.46,21.91,1
120.46,21.9,1
120.46,21.89,1
120.46,21.88,1
120.46,21.87,1
120.46,21.86,1
120.46,21.85,1
120.46,21.84,1
120.46,21.83,1
120.46,21.82,1
120.46,21.81,1
120.46,21.8,1
120.46,21.79,1
120.46,21.78,1
120.46,21.77,1
120.46,21.76,1
120.46,21.75,1
120.46,21.74,1
120.46,21.73,1
120.46,21.72,1
120.46,21.71,1
120.46,21.7,1
120.46,21.69,1
120.46,21.68,1
120.46,21.67,1
120.46,21.66,1
120.46,21.65,1
120.46,21.64,1
120.46,21.63,1
120.46,21.62,1
120.46,21.61,1
120.46,21.6,1
120.46,21.59,1
120.46,21.58,1
120.46,21.57,1
120.46,21.56,1
120.46,21.55,1
120.46,21.54,1
120.46,21.53,1
120.46,21.52,1
120.46,21.51,1
120.46,21.5,1
120.46,21.49,1
120.46,21.48,1
120.46,21.47,1
120.46,21.46,1
120.46,21.45,1
120.46,21.44,1
120.46,21.43,1
120.46,21.42,1
120.46,21.41,1
120.46,21.4,1
120.46,21.39,1
120.46,21.38,1
120.46,21.37,1
120.46,21.36,1
120.46,21.35,1
120.46,21.34,1
120.46,21.33,1
120.46,21.32,1
120.46,21.31,1
120.46,21.3,1
120.46,21.29,1
120.46,21.28,1
120.46,21.27,1
120.46,21.26,1
120.46,21.25,1
120.46,21.24,1
120.46,21.23,1
120.46,21.22,1
120.46,21.21,1
120.46,21.2,1
120.46,21.19,1
120.46,21.18,1
120.46,21.17,1
120.46,21.16,1
120.46,21.15,1
120.46,21.14,1
120.46,21.13,1
120.46,21.12,1
120.46,21.11,1
120.46,21.1,1
120.46,21.09,1
120.46,21.08,1
120.46,21.07,1
120.46,21.06,1
120.46,21.05,1
120.46,21.04,1
120.46,21.03,1
120.46,21.02,1
120.46,21.01,1
120.46,21,1
120.47,26,1
120.47,25.99,1
120.47,25.98,1
120.47,25.97,1
120.47,25.96,1
120.47,25.95,1
120.47,25.94,1
120.47,25.93,1
120.47,25.92,1
120.47,25.91,1
120.47,25.9,1
120.47,25.89,1
120.47,25.88,1
120.47,25.87,1
120.47,25.86,1
120.47,25.85,1
120.47,25.84,1
120.47,25.83,1
120.47,25.82,1
120.47,25.81,1
120.47,25.8,1
120.47,25.79,1
120.47,25.78,1
120.47,25.77,1
120.47,25.76,1
120.47,25.75,1
120.47,25.74,1
120.47,25.73,1
120.47,25.72,1
120.47,25.71,1
120.47,25.7,1
120.47,25.69,1
120.47,25.68,1
120.47,25.67,1
120.47,25.66,1
120.47,25.65,1
120.47,25.64,1
120.47,25.63,1
120.47,25.62,1
120.47,25.61,1
120.47,25.6,1
120.47,25.59,1
120.47,25.58,1
120.47,25.57,1
120.47,25.56,1
120.47,25.55,1
120.47,25.54,1
120.47,25.53,1
